t,rho,TAS,prop_omega,STEdot,bank_rad
1869.81,1.17382,13.6768,271.224,11.0892,0
1869.91,1.17382,13.8806,271.329,1.41904,0
1870.01,1.17382,14.0163,271.329,0.68762,0
1870.11,1.17382,14.1264,271.329,-6.24608,0
1870.21,1.17382,14.222,271.329,0.527061,0
1870.31,1.17382,14.3087,271.329,17.9792,0
1870.41,1.17382,14.5024,271.434,7.85281,0
1870.51,1.17382,14.6887,271.434,0.995756,0
1870.61,1.17382,14.8036,271.434,1.46215,0
1870.71,1.17382,14.9195,271.434,7.50542,0
1870.81,1.17382,15.0777,271.483,7.80409,0
1870.91,1.17382,15.1607,271.538,9.76272,0
1871.01,1.17382,15.1099,271.538,10.4222,0
1871.11,1.17382,15.0507,271.434,10.5311,0
1871.21,1.17382,15.0283,271.434,7.01877,0
1871.31,1.17382,14.9116,271.538,4.27337,0
1871.41,1.17382,14.7652,271.538,3.95043,0
1871.51,1.17382,14.6167,271.538,3.08672,0
1871.61,1.17382,14.4939,271.538,3.63545,0
1871.71,1.17382,14.4181,271.434,4.43675,0
1871.81,1.17382,14.3497,271.434,3.37741,0
1871.91,1.17382,14.2921,271.434,3.84785,0
1872.01,1.17382,14.2453,271.434,3.60153,0
1872.11,1.17382,14.1624,271.434,3.05404,0
1872.21,1.17382,14.0704,271.434,3.27468,0
1872.31,1.17382,14.0055,271.538,3.33364,0
1872.41,1.17382,13.9184,271.434,3.01744,0
1872.51,1.17382,13.8273,271.434,3.09067,0
1873.71,1.17382,13.7032,271.643,3.68204,0
1873.81,1.17382,13.7293,271.643,3.78398,0
1873.91,1.17382,13.7537,271.643,4.22962,0
1874.01,1.17382,13.7844,271.643,3.92824,0
1874.11,1.17382,13.8487,271.643,4.48854,0
1874.21,1.17382,13.9264,271.643,4.57495,0
1874.31,1.17382,13.9779,271.643,3.52909,0
1874.41,1.17382,14.0392,271.643,4.40058,0
1874.51,1.17382,14.0843,271.643,4.91146,0
1874.61,1.17382,14.0993,271.643,3.91693,0
1874.71,1.17382,14.1304,271.748,4.55497,0
1874.81,1.17382,14.1599,276.473,7.32577,0
1874.91,1.17382,14.1895,291.33,9.03557,0
1875.01,1.17382,14.2592,295.624,9.65648,0
1875.11,1.17382,14.3295,296.559,9.65002,0
1875.21,1.17382,14.4232,296.739,9.90998,0
1875.31,1.17382,14.5349,296.88,8.58277,0
1875.41,1.17382,14.6419,296.526,9.72025,0
1875.51,1.17382,14.7395,295.544,8.44771,0
1875.61,1.17382,14.8266,289.655,6.68962,0
1875.71,1.17382,14.8931,284.419,6.23483,0
1875.81,1.17382,14.9334,280.619,5.17844,0
1875.91,1.17382,14.9967,277.302,4.94721,0
1876.01,1.17382,15.0508,273.955,3.15205,0
1876.11,1.17382,15.1128,271.055,3.0984,0
1876.21,1.17382,15.16,268.397,2.34877,0
1876.31,1.17382,15.2137,266.003,1.74168,0
1876.41,1.17382,15.2912,263.948,0.558768,0
1876.51,1.17382,15.3737,261.691,-0.11265,0
1876.61,1.17382,15.4229,257.518,-0.76124,0
1876.71,1.17382,15.4552,254.093,-1.31148,0
1876.81,1.17382,15.4957,251.533,-1.74408,0
1876.91,1.17382,15.5651,249.338,-2.74698,0
1877.01,1.17382,15.6474,246.406,-4.09838,0
1877.11,1.17382,15.7247,243.226,-4.80326,0
1877.21,1.17382,15.8124,240.608,-4.94795,0
1877.31,1.17382,15.8793,238.522,-5.38539,0
1877.41,1.17382,15.9309,237.094,-4.41858,0
1877.51,1.17382,15.9684,236.457,-6.30005,0
1877.61,1.17382,15.9785,236.562,-4.81225,0
1877.71,1.17382,15.9892,238.342,-5.3067,0
1877.81,1.17382,16.0186,240.363,-4.07554,0
1877.91,1.17382,16.0683,241.931,-2.68995,0
1878.01,1.17382,16.1214,242.937,-3.23999,0
1878.11,1.17382,16.1559,243.566,-4.18792,0
1878.21,1.17382,16.187,245.254,-3.49042,0
1878.31,1.17382,16.2328,247.243,-2.89571,0
1878.41,1.17382,16.3037,227.984,-12.8559,0
1878.51,1.17382,16.378,139.507,-21.6925,0
1878.61,1.17382,16.3683,84.058,-20.3663,0
1878.71,1.17382,16.3685,75.752,-19.6282,0
1878.81,1.17382,16.391,81.1578,-19.5023,0
1878.91,1.17382,16.4359,89.0758,-19.0062,0
1879.01,1.17382,16.4751,97.3803,-19.0368,0
1879.11,1.17382,16.5092,106.833,-19.132,0
1879.21,1.17382,16.5387,117.376,-19.0558,0
1879.31,1.17382,16.5539,129.282,-18.6111,0
1879.41,1.17382,16.5643,141.655,-18.021,0
1879.51,1.17382,16.5693,153.729,-17.6267,0
1879.61,1.17382,16.5642,166.4,-17.1595,0
1879.71,1.17382,16.5516,180.223,-15.3655,0
1879.81,1.17382,16.5303,193.251,-12.3369,0
1879.91,1.17382,16.5123,205.81,-9.87127,0
1880.01,1.17382,16.5146,215.335,-7.71817,0
1880.11,1.17382,16.5332,224.382,-4.97521,0
1880.21,1.17382,16.5593,232.62,-3.71582,0
1880.31,1.17382,16.5894,240.581,-0.0594554,0
1880.41,1.17382,16.6534,249.861,1.55759,0
1880.51,1.17382,16.7209,257.769,3.74429,0
1880.61,1.17382,16.8079,265.514,6.80752,0
1880.71,1.17382,16.9083,272.367,7.83343,0
1880.81,1.17382,17.0141,278.573,9.62091,0
1880.91,1.17382,17.1288,283.791,10.5625,0
1881.01,1.17382,17.2719,288.815,11.0792,0
1881.11,1.17382,17.4064,293.133,13.6512,0
1881.21,1.17382,17.5543,296.65,13.2476,0
1881.31,1.17382,17.6986,297.614,11.9187,0
1881.41,1.17382,17.8268,297.874,13.4778,0
1881.51,1.17382,17.9373,297.986,13.322,0
1881.61,1.17382,18.0594,298.032,13.1498,0
1881.71,1.17382,18.1652,298.137,11.1211,0
1881.81,1.17382,18.2512,298.137,12.9081,0
1881.91,1.17382,18.3178,298.326,11.8847,0
1882.01,1.17382,18.3783,298.347,11.6288,0
1882.11,1.17382,18.4275,298.347,9.47579,0
1882.21,1.17382,18.4701,298.347,11.0083,0
1882.31,1.17382,18.5138,298.451,10.5379,0
1882.41,1.17382,18.5764,298.556,10.4088,0
1882.51,1.17382,18.6266,298.465,7.95998,0
1882.61,1.17382,18.6566,298.451,9.86363,0
1882.71,1.17382,18.6807,298.347,9.4338,0
1882.81,1.17382,18.7137,298.37,9.67648,0
1882.91,1.17382,18.7375,298.451,8.3658,0
1883.01,1.17382,18.7519,298.451,9.87227,0
1883.11,1.17382,18.7354,298.451,10.1523,0
1883.21,1.17382,18.7258,298.556,10.2352,0
1883.31,1.17382,18.6999,298.556,8.12678,0
1883.41,1.17382,18.6837,298.556,9.52866,0
1883.51,1.17382,18.6763,298.556,9.43461,0
1883.61,1.17382,18.6945,298.451,10.3202,0
1883.71,1.17382,18.7131,298.451,8.9881,0
1883.81,1.17382,18.7311,298.451,10.2194,0
1883.91,1.17382,18.7361,298.451,9.9349,0
1884.01,1.17382,18.7495,298.451,9.71731,0
1884.11,1.17382,18.7546,298.451,8.27109,0
1884.21,1.17382,18.7533,298.451,8.5648,0
1884.31,1.17382,18.7172,298.451,8.36683,0
1884.41,1.17382,18.6866,298.451,7.55329,0
1884.51,1.17382,18.6504,297.477,5.73596,0
1884.61,1.17382,18.6189,293.463,5.40872,0
1884.71,1.17382,18.5753,287.507,1.8379,0
1884.81,1.17382,18.5315,280.893,-0.963372,0
1884.91,1.17382,18.4835,270.072,-3.50507,0
1885.01,1.17382,18.4255,260.962,-7.91498,0
1885.11,1.17382,18.3656,252.671,-7.9795,0
1885.21,1.17382,18.3356,245.356,-9.69897,0
1885.31,1.17382,18.3251,236.689,-13.2092,0
1885.41,1.17382,18.317,229.129,-12.7032,0
1885.51,1.17382,18.3404,223.353,-14.5853,0
1885.61,1.17382,18.3507,216.037,-15.6565,0
1885.71,1.17382,18.3641,210.514,-15.4767,0
1885.81,1.17382,18.3593,206.669,-16.1283,0
1885.91,1.17382,18.3628,204.182,-16.1006,0
1886.01,1.17382,18.3407,203.512,-15.1334,0
1886.11,1.17382,18.3047,204.738,-14.4331,0
1886.21,1.17382,18.2785,207.743,-12.1596,0
1886.31,1.17382,18.2428,211.143,-11.1642,0
1886.41,1.17382,18.187,215.042,-9.53309,0
1886.51,1.17382,18.1325,219.597,-8.1276,0
1886.61,1.17382,18.088,224.422,-6.63865,0
1886.71,1.17382,18.0279,228.622,-4.35668,0
1886.81,1.17382,17.9551,234.071,-4.59724,0
1886.91,1.17382,17.9115,239.383,-2.02597,0
1887.01,1.17382,17.86,243.341,-1.12293,0
1887.11,1.17382,17.8415,246.091,-1.35242,0
1887.21,1.17382,17.818,248.081,-0.439192,0
1887.31,1.17382,17.8106,249.84,-0.0599008,0
1887.41,1.17382,17.8269,250.594,-0.382153,0
1887.51,1.17382,17.8752,250.017,-0.387033,0
1887.61,1.17382,17.9306,248.395,-0.434907,0
1887.71,1.17382,17.9919,246.196,-0.271469,0
1887.81,1.17382,18.0602,243.892,-0.221401,0
1887.91,1.17382,18.1155,241.273,-2.01287,0
1888.01,1.17382,18.1355,239.526,-1.78165,0
1888.11,1.17382,18.1322,239.823,-1.33457,0
1888.21,1.17382,18.1205,240.96,-3.99323,0
1888.31,1.17382,18.1093,242.845,-3.09438,0
1888.41,1.17382,18.0921,246.196,-0.617487,0
1888.51,1.17382,18.0697,249.715,1.34375,0
1888.61,1.17382,18.1011,252.883,3.94297,0
1888.71,1.17382,18.1536,254.948,4.93775,0
1888.81,1.17382,18.2151,255.608,6.68715,0
1888.91,1.17382,18.2778,256.145,8.34871,0
1889.01,1.17382,18.3253,256.982,9.16338,0
1889.11,1.17382,18.3731,257.611,8.84695,0
1889.21,1.17382,18.4164,258.51,8.19106,0
1889.31,1.17382,18.4264,260.21,9.92156,0
1889.41,1.17382,18.4231,262.976,11.1773,0
1889.51,1.17382,18.3841,265.68,11.8567,0
1889.61,1.17382,18.314,268.57,13.7974,0
1889.71,1.17382,18.232,273.947,15.7452,0
1889.81,1.17382,18.1647,278.345,17.5676,0
1889.91,1.17382,18.1145,281.56,18.3071,0
1890.01,1.17382,18.0629,283.637,17.6531,0
1890.11,1.17382,18.026,286.376,18.0221,0
1890.21,1.17382,18.005,288.307,18.4094,0
1890.31,1.17382,17.9869,289.445,20.3567,0
1890.41,1.17382,17.9826,289.341,19.4014,0
1890.51,1.17382,17.972,289.131,18.118,0
1890.61,1.17382,17.981,288.509,17.8848,0
1890.71,1.17382,17.9934,287.387,16.9122,0
1890.81,1.17382,17.9976,284.743,16.2301,0
1890.91,1.17382,17.9895,281.818,14.7287,0
1891.01,1.17382,17.9527,279.211,14.3325,0
1891.11,1.17382,17.9161,276.536,13.6016,0
1891.21,1.17382,17.8468,274.261,11.3137,0
1891.31,1.17382,17.7774,270.805,10.1108,0
1891.41,1.17382,17.6882,267.768,9.79998,0
1891.51,1.17382,17.5871,266.423,8.8847,0
1891.61,1.17382,17.49,265.597,8.86914,0
1891.71,1.17382,17.4206,265.29,9.11575,0
1891.81,1.17382,17.3402,264.575,8.32914,0
1891.91,1.17382,17.2377,264.103,9.33069,0
1892.01,1.17382,17.1381,264.313,7.83346,0
1892.11,1.17382,17.0737,264.417,8.60728,0
1892.21,1.17382,17.0134,264.522,8.52981,0
1892.31,1.17382,16.9457,264.862,8.42479,0
1892.41,1.17382,16.8621,266.526,8.92349,0
1892.51,1.17382,16.7997,268.043,8.98425,0
1892.61,1.17382,16.7757,269.13,8.41114,0
1892.71,1.17382,16.7545,269.127,9.84055,0
1892.81,1.17382,16.7261,269.444,8.63624,0
1892.91,1.17382,16.7275,269.549,9.81131,0
1893.01,1.17382,16.7492,269.397,9.51619,0
1893.11,1.17382,16.7467,269.025,9.6829,0
1893.21,1.17382,16.7666,268.855,9.3212,0
1893.31,1.17382,16.8023,268.606,8.96536,0
1893.41,1.17382,16.8322,267.667,9.42448,0
1893.51,1.17382,16.8392,267.538,8.66286,0
1893.61,1.17382,16.8564,267.951,9.56169,0
1893.71,1.17382,16.8733,268.312,9.18517,0
1893.81,1.17382,16.8664,269.053,10.8492,0
1893.91,1.17382,16.862,270.024,9.81408,0
1894.01,1.17382,16.8915,271.325,10.441,0
1894.11,1.17382,16.9043,271.81,10.7239,0
1894.21,1.17382,16.91,273.323,9.96656,0
1894.31,1.17382,16.9321,275.161,11.0953,0
1894.41,1.17382,16.9537,276.576,11.3823,0
1894.51,1.17382,16.9673,277.595,11.9335,0
1894.61,1.17382,16.999,278.736,12.7503,0
1894.71,1.17382,17.0255,279.412,12.217,0
1894.81,1.17382,17.064,279.706,12.0779,0
1894.91,1.17382,17.088,279.908,11.5864,0
1895.01,1.17382,17.1191,280.581,12.683,0
1895.11,1.17382,17.1571,281.135,12.553,0
1895.21,1.17382,17.2008,281.023,12.7102,0
1895.31,1.17382,17.2468,280.657,12.1537,0
1895.41,1.17382,17.2872,280.005,12.7989,0
1895.51,1.17382,17.3409,279.078,11.7286,0
1895.61,1.17382,17.3708,277.953,11.4452,0
1895.71,1.17382,17.3911,277.298,11.4086,0
1895.81,1.17382,17.4051,277.238,10.8078,0
1895.91,1.17382,17.441,277.566,11.2187,0
1896.01,1.17382,17.4765,277.281,10.9973,0
1896.11,1.17382,17.5135,276.565,11.4871,0
1896.21,1.17382,17.5519,276.257,11.0311,0
1896.31,1.17382,17.5759,275.999,10.2694,0
1896.41,1.17382,17.6091,276.404,10.6009,0
1896.51,1.17382,17.6134,277.228,11.3506,0
1896.61,1.17382,17.6279,278.24,12.0142,0
1896.71,1.17382,17.6364,279.068,12.0158,0
1896.81,1.17382,17.6345,280.012,12.2381,0
1896.91,1.17382,17.6329,281.223,12.7235,0
1897.01,1.17382,17.6158,282.738,13.2595,0
1897.11,1.17382,17.6111,283.86,13.3633,0
1897.21,1.17382,17.6003,284.412,13.2652,0
1897.31,1.17382,17.6027,285.29,13.1288,0
1897.41,1.17382,17.5954,285.571,13.3087,0
1897.51,1.17382,17.604,285.676,13.1262,0
1897.61,1.17382,17.6164,285.676,13.9128,0
1897.71,1.17382,17.6362,285.43,13.2778,0
1897.81,1.17382,17.664,284.429,13.522,0
1897.91,1.17308,17.6895,283.505,12.2015,0
1898.01,1.17308,17.726,285.152,15.5237,0
1898.11,1.17308,17.7511,285.676,9.10921,0
1898.21,1.17308,17.7927,258.206,3.48863,0
1898.31,1.17308,17.7733,251.223,4.48789,0
1898.41,1.17308,17.7761,252.28,4.57988,0
1898.51,1.17308,17.7995,253.574,5.72076,0
1898.61,1.17308,17.7992,254.364,6.53739,0
1898.71,1.17308,17.7973,255.516,6.56859,0
1898.81,1.17308,17.7947,256.563,6.98274,0
1898.91,1.17308,17.8125,257.696,6.80223,0
1899.01,1.17308,17.8292,258.586,7.09011,0
1899.11,1.17308,17.8339,260.028,7.92495,0
1899.21,1.17308,17.8189,261.487,7.53236,0
1899.31,1.17308,17.7537,264.048,8.76513,0
1899.41,1.17308,17.6593,266.772,10.3897,0
1899.51,1.17308,17.57,273.004,12.5371,0
1899.61,1.17308,17.5102,277.758,14.2261,0
1899.71,1.17308,17.4557,280.858,14.9657,0
1899.81,1.17308,17.4027,283.294,15.0909,0
1899.91,1.17308,17.3626,285.283,15.2933,0
1900.01,1.17308,17.3283,286.816,15.6601,0
1900.11,1.17308,17.3012,288.075,15.5479,0
1900.21,1.17308,17.2776,289.131,17.2785,0
1900.31,1.17308,17.26,290.163,16.7108,0
1900.41,1.17308,17.2513,290.493,15.6429,0
1900.51,1.17308,17.248,290.493,16.1534,0
1900.61,1.17308,17.2512,290.493,16.162,0
1900.71,1.17308,17.2601,290.34,15.9949,0
1900.81,1.17308,17.2653,290.074,15.2184,0
1900.91,1.17308,17.288,289.76,14.4333,0
1901.01,1.17308,17.3165,288.732,15.379,0
1901.11,1.17308,17.3393,287.911,14.6737,0
1901.21,1.17308,17.37,287.083,15.0753,0
1901.31,1.17308,17.3989,285.605,14.3228,0
1901.41,1.17308,17.4404,283.677,13.7441,0
1901.51,1.17308,17.4692,281.792,12.8657,0
1901.61,1.17308,17.4928,280.547,12.8031,0
1901.71,1.17308,17.5138,279.602,12.2255,0
1901.81,1.17308,17.5285,278.877,12.2026,0
1901.91,1.17308,17.5512,278.086,12.3015,0
1902.01,1.17308,17.5577,277.666,13.0303,0
1902.11,1.17308,17.5705,277.784,13.0905,0
1902.21,1.17308,17.5833,277.507,12.6338,0
1902.31,1.17308,17.5891,277.404,12.5588,0
1902.41,1.17308,17.6066,277.311,11.9566,0
1902.51,1.17308,17.6116,276.879,12.9544,0
1902.61,1.17308,17.6301,276.608,13.2533,0
1902.71,1.17308,17.6362,276.055,13.1913,0
1902.81,1.17308,17.6426,275.163,12.4476,0
1902.91,1.17308,17.6538,274.301,12.2771,0
1903.01,1.17308,17.6529,273.214,13.4741,0
1903.11,1.17308,17.6634,272.376,12.2698,0
1903.21,1.17308,17.6595,271.129,11.5829,0
1903.31,1.17308,17.6527,270.406,12.4196,0
1903.41,1.17308,17.6634,270.104,11.7146,0
1903.51,1.17308,17.6632,269.518,12.6363,0
1903.61,1.17308,17.6456,268.92,11.4779,0
1903.71,1.17308,17.6395,268.711,12.2752,0
1903.81,1.17308,17.6483,268.098,11.655,0
1903.91,1.17308,17.6251,267.559,11.5114,0
1904.01,1.17308,17.6029,267.35,11.5471,0
1904.11,1.17308,17.5931,267.35,11.5691,0
1904.21,1.17308,17.5673,267.432,11.9356,0
1904.31,1.17308,17.53,267.978,11.8077,0
1904.41,1.17308,17.5092,268.606,12.6893,0
1904.51,1.17308,17.5128,269.13,12.1226,0
1904.61,1.17308,17.5022,268.816,13.0431,0
1904.71,1.17308,17.4823,268.711,11.354,0
1904.81,1.17308,17.472,268.892,13.186,0
1904.91,1.17308,17.4539,269.444,12.6545,0
1905.01,1.17308,17.4296,269.653,12.8279,0
1905.11,1.17308,17.4196,270.177,13.6595,0
1905.21,1.17308,17.4393,269.876,12.5866,0
1905.31,1.17308,17.4579,268.92,13.3286,0
1905.41,1.17308,17.4761,268.15,11.6052,0
1905.51,1.17308,17.4925,267.061,12.9498,0
1905.61,1.17308,17.4973,266.555,11.5445,0
1905.71,1.17308,17.4894,266.403,12.9453,0
1905.81,1.17308,17.489,266.994,11.5376,0
1905.91,1.17308,17.4898,266.926,13.6486,0
1906.01,1.17308,17.4853,267.35,12.4337,0
1906.11,1.17308,17.4646,267.035,13.997,0
1906.21,1.17308,17.4657,266.967,12.2215,0
1906.31,1.17308,17.499,265.883,13.2933,0
1906.41,1.17308,17.519,264.391,12.236,0
1906.51,1.17308,17.5092,262.911,12.3583,0
1906.61,1.17308,17.4962,262.637,12.0388,0
1906.71,1.17308,17.4891,262.428,11.1037,0
1906.81,1.17308,17.4812,262.341,12.2145,0
1906.91,1.17308,17.466,262.505,11.8299,0
1907.01,1.17308,17.4391,263.116,11.5092,0
1907.11,1.17308,17.4063,264.446,13.0159,0
1907.21,1.17308,17.3968,265.505,11.6212,0
1907.31,1.17308,17.3915,265.883,13.01,0
1907.41,1.17308,17.3795,266.512,12.8361,0
1907.51,1.17308,17.3599,267.245,13.2756,0
1907.61,1.17308,17.3579,268.606,11.527,0
1907.71,1.17308,17.3597,270.118,13.4405,0
1907.81,1.17308,17.3499,271.522,13.5681,0
1907.91,1.17308,17.3319,273.049,12.7243,0
1908.01,1.17308,17.3319,274.414,13.9113,0
1908.11,1.17308,17.3278,275.622,14.7778,0
1908.21,1.17308,17.3073,276.565,14.9674,0
1908.31,1.17308,17.3062,277.294,15.4121,0
1908.41,1.17308,17.3051,277.403,14.4935,0
1908.51,1.17308,17.32,277.24,14.7566,0
1908.61,1.17308,17.3443,276.633,14.6938,0
1908.71,1.17308,17.3562,276.203,14.1158,0
1908.81,1.17308,17.3663,275.518,14.085,0
1908.91,1.17308,17.3634,275.413,13.7664,0
1909.01,1.17308,17.3708,276.041,14.6874,0
1909.11,1.17308,17.3731,276.24,14.9375,0
1909.21,1.17308,17.3573,276.251,14.4585,0
1909.31,1.17308,17.3781,276.084,13.9217,0
1909.41,1.17308,17.4032,275.641,13.933,0
1909.51,1.17308,17.4265,274.782,14.016,0
1909.61,1.17308,17.4559,273.528,12.9947,0
1909.71,1.17308,17.4875,272.062,11.3933,0
1909.81,1.17308,17.5375,270.606,12.9622,0
1909.91,1.17308,17.5762,269.097,11.7265,0
1910.01,1.17308,17.5976,267.786,14.2982,0
1910.11,1.17308,17.625,266.848,12.4167,0
1910.21,1.17308,17.6485,265.423,14.1945,0
1910.31,1.17308,17.6514,264.651,12.7415,0
1910.41,1.17308,17.6329,264.103,13.201,0
1910.51,1.17308,17.6002,264.719,13.0181,0
1910.61,1.17308,17.5497,266.153,14.2239,0
1910.71,1.17308,17.5049,267.763,13.9194,0
1910.81,1.17308,17.4507,269.006,14.789,0
1910.91,1.17308,17.4252,270.596,13.468,0
1911.01,1.17308,17.4126,271.538,13.7493,0
1911.11,1.17308,17.3815,272.481,13.708,0
1911.21,1.17308,17.3611,273.964,13.0711,0
1911.31,1.17308,17.3722,275.184,14.549,0
1911.41,1.17308,17.3898,275.518,15.0606,0
1911.51,1.17308,17.4317,275.308,14.9414,0
1911.61,1.17308,17.4833,274.27,13.4033,0
1911.71,1.17308,17.5151,272.615,13.1004,0
1911.81,1.17308,17.5525,271.498,14.4129,0
1911.91,1.17308,17.6156,269.717,13.1131,0
1912.01,1.17308,17.6689,267.354,13.9382,0
1912.11,1.17308,17.7107,264.771,11.9966,0
1912.21,1.17308,17.707,262.458,11.9116,0
1912.31,1.17308,17.6879,262.092,11.9873,0
1912.41,1.17308,17.6635,262.114,10.8955,0
1912.51,1.17308,17.6585,262.532,12.0154,0
1912.61,1.17308,17.6708,262.553,12.3653,0
1912.71,1.17308,17.6619,261.972,10.7823,0
1912.81,1.17308,17.6418,261.801,12.2012,0
1912.91,1.17308,17.603,262.506,13.0738,0
1913.01,1.17308,17.578,262.965,12.7967,0
1913.11,1.17308,17.5723,263.37,13.0256,0
1913.21,1.17308,17.5636,263.177,12.207,0
1913.31,1.17308,17.5236,262.847,12.3665,0
1913.41,1.17308,17.4821,263.473,13.282,0
1913.51,1.17308,17.4568,264.689,11.836,0
1913.61,1.17308,17.4328,265.654,13.379,0
1913.71,1.17308,17.4095,266.916,12.3469,0
1913.81,1.17308,17.3859,268.501,14.1911,0
1913.91,1.17308,17.3763,270.218,13.7282,0
1914.01,1.17308,17.3993,271.004,13.3178,0
1914.11,1.17234,17.4324,271.033,13.8825,0
1914.21,1.17234,17.4673,276.799,17.8272,0
1914.31,1.17234,17.5068,282.501,14.4454,0
1914.41,1.17234,17.5533,258.426,8.21539,0
1914.51,1.17234,17.5408,251.851,8.6533,0
1914.61,1.17234,17.5365,252.676,9.38122,0
1914.71,1.17234,17.5318,254.536,10.0542,0
1914.81,1.17234,17.5117,256.611,10.8018,0
1914.91,1.17234,17.4976,258.567,10.5612,0
1915.01,1.17234,17.485,260.53,11.7016,0
1915.11,1.17234,17.4766,262.009,11.9377,0
1915.21,1.17234,17.4664,263.446,10.149,0
1915.31,1.17234,17.4612,264.939,11.6759,0
1915.41,1.17234,17.4686,266.168,10.9533,0
1915.51,1.17234,17.5038,266.898,12.1581,0
1915.61,1.17234,17.5529,266.965,10.9565,0
1915.71,1.17234,17.5796,266.791,11.773,0
1915.81,1.17234,17.5941,267.293,10.8718,0
1915.91,1.17234,17.6147,267.702,12.0922,0
1916.01,1.17234,17.6326,268.606,10.7019,0
1916.11,1.17234,17.6258,269.444,13.1142,0
1916.21,1.17234,17.6201,270.675,12.577,0
1916.31,1.17234,17.6231,271.426,12.1322,0
1916.41,1.17234,17.6122,272.196,13.2667,0
1916.51,1.17234,17.5893,272.983,12.7584,0
1916.61,1.17234,17.585,274.121,12.3538,0
1916.71,1.17234,17.5727,274.994,13.8717,0
1916.81,1.17234,17.5612,276.244,14.1952,0
1916.91,1.17234,17.5588,277.024,13.989,0
1917.01,1.17234,17.5409,277.853,14.2148,0
1917.11,1.17234,17.5356,278.593,14.3816,0
1917.21,1.17234,17.5321,279.297,14.93,0
1917.31,1.17234,17.5244,279.811,14.4569,0
1917.41,1.17234,17.5157,280.021,15.4913,0
1917.51,1.17234,17.5035,280.647,14.914,0
1917.61,1.17234,17.5047,281.068,14.7742,0
1917.71,1.17234,17.4953,281.55,14.7223,0
1917.81,1.17234,17.4912,282.783,15.3271,0
1917.91,1.17234,17.4867,283.986,15.3551,0
1918.01,1.17234,17.4915,284.799,15.8947,0
1918.11,1.17234,17.4888,285.466,15.0796,0
1918.21,1.17234,17.4924,286.705,16.5249,0
1918.31,1.17234,17.4868,287.541,16.5275,0
1918.41,1.17234,17.4969,288.253,16.8826,0
1918.51,1.17234,17.5119,288.878,16.6169,0
1918.61,1.17234,17.5134,289.186,15.207,0
1918.71,1.17234,17.5014,289.912,16.5412,0
1918.81,1.17234,17.4683,291.121,17.4593,0
1918.91,1.17234,17.4408,292.482,16.367,0
1919.01,1.17234,17.4201,293.922,18.032,0
1919.11,1.17234,17.4066,295.319,17.6339,0
1919.21,1.17234,17.3955,296.178,15.8563,0
1919.31,1.17234,17.4004,296.671,18.7965,0
1919.41,1.17234,17.4111,296.638,17.5598,0
1919.51,1.17234,17.4447,296.166,19.2117,0
1919.61,1.17234,17.485,295.221,16.0012,0
1919.71,1.17234,17.511,293.294,16.7158,0
1919.81,1.17234,17.5207,292.242,16.7633,0
1919.91,1.17234,17.5342,291.222,15.4682,0
1920.01,1.17234,17.544,290.139,15.1269,0
1920.11,1.17234,17.547,289.711,14.933,0
1920.21,1.17234,17.5546,289.341,15.9763,0
1920.31,1.17234,17.5534,289.236,15.668,0
1920.41,1.17234,17.5514,289.203,15.1116,0
1920.51,1.17234,17.5587,289.236,14.892,0
1920.61,1.17234,17.5517,289.31,14.9777,0
1920.71,1.17234,17.5514,289.898,16.1072,0
1920.81,1.17234,17.553,290.406,15.4871,0
1920.91,1.17234,17.5504,291.121,14.341,0
1921.01,1.17234,17.5652,291.435,16.2218,0
1921.11,1.17234,17.5717,291.749,16.4056,0
1921.21,1.17234,17.5751,291.54,14.843,0
1921.31,1.17234,17.5801,291.355,15.3655,0
1921.41,1.17234,17.5805,291.33,15.8178,0
1921.51,1.17234,17.5871,291.33,15.4761,0
1921.61,1.17234,17.5958,291.33,14.7213,0
1921.71,1.17234,17.6072,291.23,14.7207,0
1921.81,1.17234,17.6257,290.911,16.0057,0
1921.91,1.17234,17.6331,290.451,14.8115,0
1922.01,1.17234,17.6305,289.615,14.0064,0
1922.11,1.17234,17.6407,289.297,14.7872,0
1922.21,1.17234,17.6526,288.608,14.4472,0
1922.31,1.17234,17.6569,287.682,15.058,0
1922.41,1.17234,17.6627,287.178,14.19,0
1922.51,1.17234,17.6634,286.11,13.7459,0
1922.61,1.17234,17.6809,285.172,13.647,0
1922.71,1.17234,17.6956,283.864,12.9826,0
1922.81,1.17234,17.7073,282.759,13.4958,0
1922.91,1.17234,17.7041,281.906,13.2449,0
1923.01,1.17234,17.7188,280.983,12.8364,0
1923.11,1.17234,17.726,279.688,12.3895,0
1923.21,1.17234,17.746,278.238,11.4519,0
1923.31,1.17234,17.757,277.03,11.5497,0
1923.41,1.17234,17.7798,276.031,11.6024,0
1923.51,1.17234,17.7859,275.037,11.5998,0
1923.61,1.17234,17.7939,274.052,10.8022,0
1923.71,1.17234,17.7913,273.423,10.5096,0
1923.81,1.17234,17.7811,273.305,11.9322,0
1923.91,1.17234,17.7866,273.387,11.0179,0
1924.01,1.17234,17.7778,272.836,10.1151,0
1924.11,1.17234,17.7699,273.197,12.042,0
1924.21,1.17234,17.7768,273.528,11.8792,0
1924.31,1.17234,17.7687,273.418,10.9419,0
1924.41,1.17234,17.7633,273.944,11.987,0
1924.51,1.17234,17.7595,274.437,12.5594,0
1924.61,1.17234,17.7384,274.747,12.3961,0
