t,rho,TAS,prop_omega,STEdot,bank_rad
4252.61,1.15601,19.548,240.018,1.71965,0
4252.71,1.15601,19.5368,240.122,2.33762,0
4252.81,1.15601,19.5256,240.437,1.74718,0
4252.91,1.15601,19.5249,240.646,0.809964,0
4253.01,1.15601,19.5373,240.704,1.14478,0
4253.11,1.15601,19.554,240.855,1.23751,0
4253.21,1.15601,19.5771,240.855,1.34576,0
4253.31,1.15601,19.6026,240.751,2.08167,0
4253.41,1.15601,19.6226,240.437,1.21185,0
4253.51,1.15601,19.6453,240.13,0.424556,0
4253.61,1.15601,19.6703,239.808,1.00081,0
4253.71,1.15601,19.6997,239.527,1.54713,0
4253.81,1.15601,19.7229,239.18,1.93524,0
4253.91,1.15601,19.7374,239.167,1.88303,0
4254.01,1.15601,19.7422,238.552,1.45853,0
4254.11,1.15601,19.7506,238.028,2.73203,0
4254.21,1.15601,19.7765,237.33,1.44777,0
4254.31,1.15601,19.7992,236.588,1.40341,0
4254.41,1.15601,19.8065,236.248,-0.294735,0
4254.51,1.15601,19.7889,236.468,0.487402,0
4254.61,1.15601,19.7675,237.133,0.58569,0
4254.71,1.15601,19.756,237.714,1.24027,0
4254.81,1.15601,19.7499,238.342,2.6073,0
4254.91,1.15601,19.7542,238.656,0.713738,0
4255.01,1.15601,19.7595,238.761,1.91701,0
4255.11,1.15601,19.7701,238.725,1.17275,0
4255.21,1.15601,19.7895,238.246,1.52767,0
4255.31,1.15601,19.82,237.609,1.00613,0
4255.41,1.15601,19.8482,236.981,0.470339,0
4255.51,1.15601,19.87,236.249,0.753436,0
4255.61,1.15601,19.8969,235.546,-0.0402981,0
4261.71,1.15601,22.3591,166.979,-16.5109,0
4261.81,1.15601,22.2993,166.609,-16.1026,0
4261.91,1.15601,22.2281,166.295,-14.2439,0
4262.01,1.15601,22.1507,165.943,-17.2819,0
4262.11,1.15601,22.0534,165.562,-16.1982,0
4262.21,1.15601,21.9146,164.92,-14.3163,0
4262.31,1.15601,21.747,164.365,-13.6713,0
4262.41,1.15601,21.5655,163.468,-12.5742,0
4262.51,1.15601,21.3914,162.551,-12.9155,0
4262.61,1.15601,21.2301,161.371,-12.4276,0
4262.71,1.15601,21.0939,159.88,-12.4281,0
4262.81,1.15601,20.9721,158.559,-11.6697,0
4262.91,1.15601,20.8789,156.661,-11.4892,0
4263.01,1.15601,20.8067,154.566,-11.2047,0
4263.11,1.15601,20.737,152.27,-11.1166,0
4263.21,1.15601,20.6648,149.915,-10.4697,0
4263.31,1.15601,20.5844,147.078,-10.5098,0
4263.41,1.15601,20.495,144.306,-9.89374,0
4263.51,1.15601,20.4002,141.242,-8.98089,0
4263.61,1.15601,20.2992,138.125,-8.26926,0
4263.71,1.15601,20.1957,134.565,-8.27991,0
4263.81,1.15601,20.0904,131.065,-7.6601,0
4263.91,1.15601,19.9809,127.34,-7.45264,0
4264.01,1.15601,19.8809,123.337,-6.91686,0
4264.11,1.15601,19.7908,119.959,-6.35694,0
4264.21,1.15601,19.7202,114.773,-6.54162,0
4264.31,1.15601,19.6509,109.97,-5.49312,0
4264.41,1.15601,19.583,105.251,-4.82275,0
4264.51,1.15601,19.5162,100.326,-4.87955,0
4264.61,1.15601,19.431,95.2449,-5.41782,0
4264.71,1.15601,19.328,90.1863,-4.98668,0
4264.81,1.15601,19.2324,85.556,-4.85701,0
4264.91,1.15601,19.1502,80.5295,-4.80898,0
4265.01,1.15601,19.0763,75.8171,-4.65236,0
4265.11,1.15601,19.019,71.1047,-4.5241,0
4265.21,1.15601,18.9865,67.193,-4.91332,0
4265.31,1.15601,18.9622,62.8356,-4.54524,0
4265.41,1.15601,18.9346,59.1667,-3.97016,0
4265.51,1.15601,18.9082,55.1873,-4.00062,0
4265.61,1.15601,18.8809,51.5314,-3.67314,0
4265.71,1.15601,18.8535,47.3002,-3.5578,0
4265.81,1.15601,18.824,43.5326,-3.63982,0
4265.91,1.15601,18.7994,38.9188,-3.34276,0
4266.01,1.15601,18.7812,34.2553,-3.1805,0
4266.11,1.15601,18.7636,29.3267,-3.10302,0
4266.21,1.15601,18.7381,22.7311,-3.11209,0
4266.31,1.15601,18.7059,14.0976,-2.67199,0
4266.41,1.15601,18.6877,-3.05676,-2.58667,0
4266.51,1.15601,18.6593,0,-2.67707,0
4266.61,1.15601,18.6206,0,-1.709,0
4266.71,1.15601,18.5815,0,-1.09369,0
4266.81,1.15601,18.5403,0,-0.377268,0
4266.91,1.15601,18.488,0,-0.250493,0
4267.01,1.15601,18.4299,0,-0.182528,0
4267.11,1.15601,18.3617,0,-0.248742,0
4267.21,1.15601,18.3019,0,-0.0324602,0
4267.31,1.15601,18.2504,0,-0.190758,0
4267.41,1.15601,18.2037,0,-0.109064,0
4267.51,1.15601,18.1687,0,0.0625815,0
4267.61,1.15601,18.1434,0,-0.843646,0
4267.71,1.15601,18.1284,0,-2.07578,0
4267.81,1.15601,18.113,0,-1.81157,0
4267.91,1.15601,18.0984,0,-0.825817,0
4268.01,1.15601,18.0851,0,-0.272125,0
4268.11,1.15601,18.0768,0,0.177123,0
4268.21,1.15601,18.0783,0,-0.120889,0
4268.31,1.15601,18.0799,0,-1.72778,0
4268.41,1.15601,18.0921,0,-1.86571,0
4268.51,1.15601,18.12,0,-0.775749,0
4268.61,1.15601,18.1597,0,-1.01839,0
4268.71,1.15601,18.2115,0,-0.752947,0
4268.81,1.15601,18.2545,0,-1.38029,0
4268.91,1.15601,18.3078,0,-2.22714,0
4269.01,1.15601,18.3571,0,-2.82897,0
4269.11,1.15601,18.4038,0,-2.56207,0
4269.21,1.15601,18.4361,0,-3.17521,0
4269.31,1.15601,18.4711,0,-3.48139,0
4269.41,1.15601,18.4973,0,-4.12241,0
4269.51,1.15601,18.5296,0,-4.83923,0
4269.61,1.15601,18.5724,0,-5.74888,0
4269.71,1.15601,18.6242,0,-5.99752,0
4269.81,1.15601,18.6746,0,-6.56796,0
4269.91,1.15601,18.7219,0,-5.57256,0
4270.01,1.15601,18.7699,0,-5.10906,0
4270.11,1.15601,18.7916,0,-4.81217,0
4270.21,1.15601,18.8099,0,-5.35721,0
4270.31,1.15601,18.8251,0,-5.19514,0
4270.41,1.15601,18.8455,0,-5.08479,0
4270.51,1.15601,18.8722,0,-4.24471,0
4270.61,1.15601,18.904,0,-3.77537,0
4270.71,1.15601,18.964,0,-4.00286,0
4270.81,1.15601,19.0175,0,-4.0841,0
4270.91,1.15601,19.0724,0,-4.79359,0
4271.01,1.15601,19.125,0,-4.83474,0
4271.11,1.15601,19.1596,0,-5.04645,0
4271.21,1.15601,19.1748,0,-3.96497,0
4271.31,1.15601,19.1818,0,-3.46045,0
4271.41,1.15601,19.1877,0,-2.68517,0
4271.51,1.15601,19.1841,0,-3.05012,0
4271.61,1.15601,19.1631,0,-3.55537,0
4271.71,1.15601,19.1485,0,-4.1607,0
4271.81,1.15601,19.1275,0,-4.91509,0
4271.91,1.15601,19.0978,0,-5.3342,0
4272.01,1.15601,19.0696,0,-5.3804,0
4272.11,1.15601,19.0312,0,-5.80408,0
4272.21,1.15601,19.0057,0,-4.89576,0
4272.31,1.15601,18.9907,0,-4.13681,0
4272.41,1.15601,18.9948,0,-3.98483,0
4272.51,1.15601,19.0161,0,-4.20876,0
4272.61,1.15601,19.0543,0,-4.6425,0
4272.71,1.15601,19.1117,0,-4.93122,0
4272.81,1.15601,19.1831,0,-4.96464,0
4272.91,1.15601,19.2647,0,-4.9458,0
4273.01,1.15601,19.3466,0,-4.87605,0
4273.11,1.15601,19.427,0,-4.81869,0
4273.21,1.15601,19.5008,0,-4.85015,0
4273.31,1.15601,19.5653,0,-4.81582,0
4273.41,1.15601,19.6088,0,-5.02453,0
4273.51,1.15601,19.6396,0,-5.23971,0
4273.61,1.15601,19.6499,0,-5.15124,0
4273.71,1.15601,19.6455,0,-5.57933,0
4273.81,1.15601,19.6315,0,-7.09353,0
4273.91,1.15601,19.6166,0,-8.84635,0
4274.01,1.15601,19.6076,0,-9.41633,0
4274.11,1.15601,19.6117,0,-9.42222,0
4274.21,1.15601,19.6157,0,-7.98601,0
4274.31,1.15601,19.63,0,-7.63127,0
4274.41,1.15601,19.6574,0,-5.40761,0
4274.51,1.15601,19.689,0,-4.6174,0
4274.61,1.15601,19.7219,0,-5.90369,0
4274.71,1.15601,19.7589,0,-6.71185,0
4274.81,1.15601,19.8176,0,-7.21772,0
4274.91,1.15601,19.9182,0,-7.43276,0
4275.01,1.15601,20.0548,0,-8.57577,0
4275.11,1.15601,20.1874,0,-8.55384,0
4275.21,1.15601,20.2749,0,-7.96355,0
4275.31,1.15601,20.3362,0,-7.86788,0
4275.41,1.15601,20.3825,0,-7.67335,0
4275.51,1.15601,20.4148,0,-7.36483,0
4275.61,1.15601,20.4308,0,-7.4004,0
4275.71,1.15601,20.4295,0,-7.53744,0
4275.81,1.15601,20.4301,0,-7.51776,0
4275.91,1.15601,20.4384,0,-7.91062,0
4276.01,1.15601,20.4665,0,-8.37931,0
4276.11,1.15601,20.5056,0,-7.62062,0
4276.21,1.15601,20.5531,0,-6.96843,0
4276.31,1.15601,20.6118,0,-8.10335,0
4276.41,1.15601,20.6558,0,-7.49799,0
4276.51,1.15601,20.6877,0,-6.70816,0
4276.61,1.15601,20.7185,0,-6.59331,0
4276.71,1.15601,20.7462,0,-7.39217,0
4276.81,1.15601,20.771,0,-7.38658,0
4276.91,1.15601,20.7786,0,-7.62339,0
4277.01,1.15601,20.7763,0,-8.19209,0
4277.11,1.15601,20.7494,0,-7.88531,0
4277.21,1.15601,20.703,0,-7.47915,0
4277.31,1.15601,20.6672,0,-8.08448,0
4277.41,1.15601,20.6203,0,-8.19601,0
4277.51,1.15601,20.5789,0,-8.16377,0
4277.61,1.15601,20.5405,0,-8.10536,0
4277.71,1.15601,20.5201,0,-7.93628,0
4277.81,1.15601,20.5101,0,-8.41626,0
4277.91,1.15601,20.5025,0,-8.21205,0
4278.01,1.15601,20.5029,0,-8.01076,0
4278.11,1.15601,20.5116,0,-7.81594,0
4278.21,1.15601,20.5206,0,-6.81464,0
4278.31,1.15601,20.5296,0,-8.53864,0
4278.41,1.15601,20.5345,0,-9.12076,0
4278.51,1.15601,20.5319,0,-9.96154,0
4278.61,1.15601,20.5397,0,-10.6982,0
4278.71,1.15601,20.5533,0,-11.3286,0
4278.81,1.15601,20.5563,0,-11.3482,0
4278.91,1.15601,20.5584,0,-10.766,0
4279.01,1.15601,20.5558,0,-10.5281,0
4279.11,1.15601,20.5558,0,-10.5417,0
4279.21,1.15601,20.5466,0,-9.92615,0
4279.31,1.15601,20.535,0,-9.63214,0
4279.41,1.15601,20.5338,0,-9.82023,0
4279.51,1.15601,20.5271,0,-9.91889,0
4279.61,1.15601,20.5142,0,-9.59937,0
4279.71,1.15601,20.5143,0,-9.84913,0
4279.81,1.15601,20.5183,0,-10.3284,0
4279.91,1.15601,20.515,0,-10.2421,0
4280.01,1.15601,20.5037,0,-10.5645,0
4280.11,1.15601,20.5042,0,-10.309,0
4280.21,1.15601,20.5034,0,-9.81459,0
4280.31,1.15601,20.4891,0,-9.63294,0
4280.41,1.15601,20.4854,0,-10.2435,0
4280.51,1.15601,20.4871,0,-9.77042,0
4280.61,1.15601,20.5293,0,-9.93644,0
4280.71,1.15601,20.5721,0,-9.70553,0
4280.81,1.15601,20.6138,0,-9.38891,0
4280.91,1.15601,20.6469,0,-9.74787,0
4281.01,1.15601,20.673,0,-9.62621,0
4281.11,1.15601,20.6933,0,-8.88841,0
4281.21,1.15601,20.7151,0,-8.30689,0
4281.31,1.15601,20.7202,0,-8.31588,0
4281.41,1.15601,20.7102,0,-8.54742,0
4281.51,1.15601,20.6996,0,-7.94669,0
4281.61,1.15601,20.7004,0,-8.16516,0
4281.71,1.15601,20.7164,0,-8.5503,0
4281.81,1.15601,20.736,0,-8.18766,0
4281.91,1.15601,20.7579,0,-8.54692,0
4282.01,1.15601,20.7705,0,-8.31715,0
4282.11,1.15601,20.7698,0,-8.35313,0
4282.21,1.15601,20.7483,0,-7.53382,0
4282.31,1.15601,20.716,0,-7.83017,0
4282.41,1.15601,20.6744,0,-7.80039,0
4282.51,1.15601,20.6212,0,-8.45559,0
4282.61,1.15601,20.5626,0,-8.94368,0
4282.71,1.15601,20.4973,0,-8.89222,0
4282.81,1.15601,20.4327,0,-8.99845,0
4282.91,1.15601,20.3826,0,-8.57273,0
4283.01,1.15601,20.3511,0,-8.42002,0
4283.11,1.15601,20.3275,0,-8.72716,0
4283.21,1.15601,20.3101,0,-8.57308,0
4283.31,1.15601,20.3022,0,-8.54422,0
4283.41,1.15601,20.3051,0,-9.15641,0
4283.51,1.15601,20.3199,0,-8.704,0
4283.61,1.15601,20.3188,0,-8.89162,0
4283.71,1.15601,20.3082,0,-8.75025,0
4283.81,1.15601,20.2825,0,-8.52412,0
4283.91,1.15601,20.2665,0,-9.45919,0
4284.01,1.15601,20.2565,0,-5.45611,0
4284.11,1.15601,20.2462,0,-3.09282,0
4284.21,1.15601,20.2063,0,-3.96711,0
4284.31,1.15601,20.1519,0,-4.05939,0
4284.41,1.15601,20.1071,0,-4.18196,0
4284.51,1.15601,20.0649,0,-4.16088,0
4284.61,1.15601,20.0213,0,-2.98355,0
4284.71,1.15601,19.9859,0,-4.02073,0
4284.81,1.15601,19.9508,0,-5.03603,0
4284.91,1.15601,19.8942,0,-5.26377,0
4285.01,1.15601,19.8477,0,-5.8279,0
4285.11,1.15601,19.8229,0,-6.0089,0
4285.21,1.15601,19.8016,0,-5.45433,0
4285.31,1.15601,19.7916,0,-5.09871,0
4285.41,1.15601,19.8005,0,-4.46416,0
4285.51,1.15601,19.8054,0,-5.10907,0
4285.61,1.15601,19.7923,0,-4.5615,0
4285.71,1.15601,19.7638,0,-6.52309,0
4285.81,1.15601,19.7251,0,-6.70928,0
4285.91,1.15601,19.6994,0,-8.13377,0
4286.01,1.15601,19.6886,0,-9.18086,0
4286.11,1.15601,19.6853,0,-7.3785,0
4286.21,1.15601,19.6866,0,-6.64843,0
4286.31,1.15601,19.6862,0,-4.88863,0
4286.41,1.15601,19.6844,0,-5.61917,0
4286.51,1.15601,19.6721,0,-5.42699,0
4286.61,1.15675,19.6864,0,-4.55634,0
4286.71,1.15675,19.7278,0,-4.67214,0
4286.81,1.15675,19.7888,0,-4.48339,0
4286.91,1.15675,19.8528,0,-3.80098,0
4287.01,1.15675,19.9146,0,-3.69676,0
4287.11,1.15675,19.9702,0,-3.77936,0
4287.21,1.15675,20.02,0,-3.98585,0
4287.31,1.15675,20.0592,0,-3.7672,0
4287.41,1.15675,20.0771,0,-3.47358,0
4287.51,1.15675,20.09,0,-3.52236,0
4287.61,1.15675,20.0896,0,-3.53647,0
4287.71,1.15675,20.0852,0,-3.19347,0
4287.81,1.15675,20.0726,0,-3.61878,0
4287.91,1.15675,20.0562,0,-2.86425,0
4288.01,1.15675,20.037,0,-3.65329,0
4288.11,1.15675,20.0129,0,-3.15525,0
4288.21,1.15675,19.9904,0,-2.38167,0
4288.31,1.15675,19.9919,0,-3.25547,0
4288.41,1.15675,19.9968,0,-3.58399,0
4288.51,1.15675,20.022,0,-3.88772,0
4288.61,1.15675,20.0603,0,-4.27116,0
4288.71,1.15675,20.0863,0,-4.02524,0
4288.81,1.15675,20.0959,0,-4.40932,0
4288.91,1.15675,20.0909,0,-4.60687,0
4289.01,1.15675,20.0913,0,-4.92581,0
4289.11,1.15675,20.107,0,-4.47589,0
4289.21,1.15675,20.1478,0,-5.16631,0
4289.31,1.15675,20.2114,0,-6.42167,0
4289.41,1.15675,20.2685,0,-6.96546,0
4289.51,1.15675,20.305,0,-7.5974,0
4289.61,1.15675,20.3197,0,-7.56881,0
4289.71,1.15675,20.323,0,-6.88183,0
4289.81,1.15675,20.3235,0,-8.3874,0
4289.91,1.15675,20.3094,0,-8.57541,0
4290.01,1.15675,20.2882,0,-8.59173,0
4290.11,1.15675,20.2777,0,-9.30199,0
4290.21,1.15675,20.2764,0,-9.89822,0
4290.31,1.15675,20.2822,0,-11.0982,0
4290.41,1.15675,20.3122,0,-11.0317,0
4290.51,1.15675,20.3693,0,-10.304,0
4290.61,1.15675,20.4234,0,-8.05192,0
4290.71,1.15675,20.4655,0,-8.79983,0
4290.81,1.15675,20.4899,0,-9.82977,0
4290.91,1.15675,20.489,0,-9.85088,0
4291.01,1.15675,20.4905,0,-10.2656,0
4291.11,1.15675,20.5299,0,-10.2276,0
4291.21,1.15675,20.5818,0,-7.93705,0
4291.31,1.15675,20.6368,0,-6.61427,0
4291.41,1.15675,20.6743,0,-5.43033,0
4291.51,1.15675,20.711,0,-6.12845,0
4291.61,1.15675,20.7404,0,-6.1787,0
4291.71,1.15675,20.7911,0,-7.01703,0
4291.81,1.15675,20.8387,8.37411,-6.62627,0
4291.91,1.15675,20.8796,22.3709,-6.99322,0
4292.01,1.15675,20.892,29.6579,-7.43467,0
4292.11,1.15675,20.8849,33.0581,-7.7919,0
4292.21,1.15675,20.858,34.0339,-7.62252,0
4292.31,1.15675,20.8081,33.9292,-7.93036,0
4292.41,1.15675,20.7737,33.8356,-7.53105,0
4292.51,1.15675,20.7275,34.0339,-7.30446,0
4292.61,1.15675,20.6774,33.9292,-7.68426,0
4292.71,1.15675,20.6293,33.8837,-7.67056,0
4292.81,1.15675,20.6009,33.9292,-8.24352,0
4292.91,1.15675,20.56,33.9292,-7.88631,0
4293.01,1.15675,20.5126,33.9292,-8.175,0
4293.11,1.15675,20.4809,34.1302,-8.50392,0
4293.21,1.15675,20.4651,33.9993,-8.74547,0
4293.31,1.15675,20.4658,34.079,-8.39383,0
4293.41,1.15675,20.4748,34.0517,-8.38646,0
4293.51,1.15675,20.48,34.1386,-7.7677,0
4293.61,1.15675,20.4789,34.1386,-7.65368,0
4293.71,1.15675,20.4736,34.1326,-8.01378,0
4293.81,1.15675,20.4682,34.1386,-8.45472,0
4293.91,1.15675,20.4553,34.065,-8.19454,0
4294.01,1.15675,20.429,34.0924,-9.04914,0
4294.11,1.15675,20.4036,34.1386,-8.72863,0
4294.21,1.15675,20.3759,34.0339,-8.5574,0
4294.31,1.15675,20.3506,33.9292,-8.70219,0
4294.41,1.15675,20.3266,34.0469,-7.94649,0
4294.51,1.15675,20.3201,33.9619,-8.29052,0
4294.61,1.15675,20.3146,34.0339,-7.31368,0
4294.71,1.15675,20.3127,33.8245,-7.46927,0
4294.81,1.15675,20.3245,34.0339,-7.71696,0
4294.91,1.15675,20.3352,33.9292,-7.66188,0
4295.01,1.15675,20.3409,33.9576,-6.9211,0
4295.11,1.15675,20.3293,33.9292,-8.02233,0
4295.21,1.15675,20.3185,33.9382,-8.42379,0
4295.31,1.15675,20.3001,33.92,-8.59323,0
4295.41,1.15675,20.2826,34.0312,-8.30736,0
4295.51,1.15675,20.2692,34.0339,-8.39564,0
4295.61,1.15675,20.2523,34.0339,-8.63308,0
4295.71,1.15675,20.2358,34.0339,-9.41252,0
4295.81,1.15675,20.2236,34.0497,-9.22589,0
4295.91,1.15675,20.2168,33.9738,-9.05902,0
4296.01,1.15675,20.2218,33.9081,-9.29177,0
4296.11,1.15675,20.2101,33.9292,-8.8488,0
4296.21,1.15675,20.1981,33.9292,-9.17078,0
4296.31,1.15675,20.1915,33.8245,-9.07375,0
4296.41,1.15675,20.2073,33.7211,-9.62666,0
4296.51,1.15675,20.2299,33.7833,-10.2201,0
4296.61,1.15675,20.2522,33.8772,-10.4142,0
4296.71,1.15675,20.2597,33.974,-10.6664,0
4296.81,1.15675,20.2537,34.0339,-10.2629,0
4296.91,1.15675,20.2447,34.0339,-10.1916,0
4297.01,1.15675,20.238,34.0339,-10.5404,0
4297.11,1.15675,20.2233,33.9292,-9.82587,0
4297.21,1.15675,20.191,33.9292,-8.796,0
4297.31,1.15675,20.1641,33.8729,-9.04728,0
4297.41,1.15675,20.1246,33.8446,-9.22369,0
4297.51,1.15675,20.0623,33.8245,-8.18089,0
4297.61,1.15675,20.011,33.7198,-8.45898,0
4297.71,1.15675,19.9649,34.1386,-8.98312,0
4297.81,1.15675,19.9296,37.3454,-8.83078,0
4297.91,1.15675,19.9293,38.8136,-9.10874,0
4298.01,1.15675,19.9566,39.3094,-9.15221,0
4298.11,1.15675,19.9914,39.2699,-9.13776,0
4298.21,1.15675,20.0468,39.2583,-9.17788,0
4298.31,1.15675,20.0945,39.2699,-8.75173,0
4298.41,1.15675,20.1331,39.1348,-8.53345,0
4298.51,1.15675,20.1626,39.0955,-8.73066,0
4298.61,1.15675,20.1545,39.2213,-9.27484,0
4298.71,1.15675,20.1271,39.2159,-8.38664,0
4298.81,1.15675,20.0945,39.2699,-8.64526,0
4298.91,1.15675,20.0662,39.1652,-9.51606,0
4299.01,1.15675,20.0558,39.1652,-9.09009,0
4299.11,1.15675,20.0653,39.1652,-8.83522,0
4299.21,1.15675,20.1084,39.1652,-8.88613,0
4299.31,1.15675,20.1509,39.3207,-9.35939,0
4299.41,1.15675,20.1742,39.1652,-9.74525,0
4299.51,1.15675,20.1863,39.2699,-9.66011,0
4299.61,1.15675,20.1958,39.1652,-8.68699,0
4299.71,1.15675,20.2035,39.3502,-9.36055,0
4299.81,1.15675,20.1981,39.1652,-9.62371,0
4299.91,1.15675,20.1724,39.2141,-9.04174,0
4300.01,1.15675,20.1527,39.1196,-10.2727,0
4300.11,1.15675,20.1096,39.2699,-10.2411,0
4300.21,1.15675,20.0587,39.0605,-9.73874,0
4300.31,1.15675,20.0194,39.1652,-9.8378,0
4300.41,1.15675,20.0099,39.2699,-9.67635,0
4300.51,1.15675,20.02,39.2251,-9.96395,0
4300.61,1.15675,20.0361,39.2699,-9.33738,0
4300.71,1.15675,20.0595,39.0605,-8.40323,0
4300.81,1.15675,20.1179,39.1652,-8.24381,0
4300.91,1.15675,20.183,39.1652,-8.76464,0
4301.01,1.15675,20.2219,39.2699,-9.93119,0
4301.11,1.15675,20.2301,39.0605,-10.4309,0
4301.21,1.15675,20.2227,39.2699,-10.4757,0
4301.31,1.15675,20.2311,39.0605,-11.2722,0
4301.41,1.15675,20.2141,39.2699,-11.5627,0
4301.51,1.15675,20.1721,39.0605,-11.0563,0
4301.61,1.15675,20.1301,39.2699,-11.5425,0
4301.71,1.15675,20.0888,39.1652,-13.6586,0
4301.81,1.15675,20.0374,39.2015,-13.145,0
4301.91,1.15675,19.9879,39.2699,-12.3523,0
4302.01,1.15675,19.9846,39.1652,-11.927,0
4302.11,1.15675,20.0101,39.0605,-11.2366,0
4302.21,1.15675,20.0224,39.1619,-10.3614,0
4302.31,1.15675,20.0207,39.0737,-9.5795,0
4302.41,1.15675,19.9952,39.2202,-8.10364,0
4302.51,1.15675,19.9608,39.0605,-7.70921,0
4302.61,1.15675,19.9475,39.1652,-8.03272,0
4302.71,1.15675,19.9355,39.0375,-7.60513,0
4302.81,1.15675,19.9177,39.1652,-7.52764,0
4302.91,1.15675,19.9017,38.9557,-7.8391,0
4303.01,1.15675,19.8804,39.0605,-7.91733,0
4303.11,1.15675,19.8451,38.8367,-7.7101,0
4303.21,1.15675,19.8084,39.0605,-7.16927,0
4303.31,1.15675,19.7611,38.92,-5.5141,0
4303.41,1.15675,19.7043,39.1652,-5.01,0
4303.51,1.15675,19.6606,38.9557,-5.26875,0
4303.61,1.15675,19.6441,39.2699,-6.63129,0
4303.71,1.15675,19.6593,39.4793,-6.72716,0
4303.81,1.15675,19.7101,42.349,-6.93435,0
4303.91,1.15675,19.7982,43.8534,-6.59815,0
4304.01,1.15675,19.8837,44.087,-6.82629,0
4304.11,1.15675,19.9421,44.087,-6.51539,0
4304.21,1.15675,19.9788,44.087,-6.26747,0
4304.31,1.15675,19.9928,44.1917,-6.19789,0
4304.41,1.15675,19.9844,44.1917,-4.96704,0
4304.51,1.15675,19.9754,44.1159,-5.37108,0
4304.61,1.15675,19.9643,44.1917,-6.39055,0
4304.71,1.15675,19.9304,44.2965,-5.65204,0
4304.81,1.15675,19.8804,44.2965,-6.85666,0
4304.91,1.15675,19.8229,44.1917,-7.30696,0
4305.01,1.15675,19.7549,44.1917,-7.18029,0
4305.11,1.15675,19.6963,44.2965,-7.84736,0
4305.21,1.15675,19.6657,44.2965,-7.71017,0
4305.31,1.15675,19.6514,44.3647,-8.39697,0
4305.41,1.15675,19.6705,44.349,-7.16982,0
4305.51,1.15675,19.7095,44.4012,-8.04088,0
4305.61,1.15675,19.7523,44.4012,-8.02706,0
4305.71,1.15675,19.7696,44.4012,-7.78107,0
4305.81,1.15675,19.782,44.2965,-7.78762,0
4305.91,1.15675,19.7777,44.2965,-7.18899,0
4306.01,1.15675,19.7744,44.2965,-7.0816,0
4306.11,1.15675,19.7749,44.1917,-8.66476,0
4306.21,1.15675,19.7562,44.1917,-8.35159,0
4306.31,1.15675,19.7384,44.1917,-9.21504,0
4306.41,1.15675,19.7184,44.1917,-9.00493,0
4306.51,1.15675,19.7024,44.2737,-9.56031,0
4306.61,1.15675,19.7061,44.2527,-9.81261,0
4306.71,1.15675,19.7177,44.2537,-10.4098,0
4306.81,1.15675,19.7353,44.4012,-10.3889,0
4306.91,1.15675,19.7416,44.4012,-10.4642,0
4307.01,1.15675,19.7489,44.2965,-12.0142,0
4307.11,1.15675,19.7748,44.1935,-10.9418,0
4307.21,1.15675,19.8143,44.1917,-10.5335,0
4307.31,1.15675,19.8585,44.087,-10.492,0
4307.41,1.15675,19.8615,44.1917,-9.80863,0
4307.51,1.15675,19.8362,44.087,-9.46437,0
4307.61,1.15675,19.8108,44.1917,-9.68116,0
4307.71,1.15675,19.7903,44.1917,-9.82246,0
4307.81,1.15675,19.7643,44.3588,-9.12868,0
4307.91,1.15675,19.7413,44.4012,-9.48531,0
4308.01,1.15675,19.7302,44.4012,-9.51192,0
4308.11,1.15675,19.7262,44.1917,-9.73626,0
4308.21,1.15675,19.7642,44.1917,-9.59302,0
4308.31,1.15675,19.8032,44.3213,-9.12564,0
4308.41,1.15675,19.8317,44.4012,-8.73138,0
4308.51,1.15675,19.8659,44.4012,-9.85298,0
4308.61,1.15675,19.9021,44.3383,-10.2172,0
4308.71,1.15675,19.9304,44.4012,-10.6129,0
4308.81,1.15675,19.9516,44.4012,-10.4289,0
4308.91,1.15675,19.9737,44.3064,-10.2512,0
4309.01,1.15675,19.9939,44.4012,-10.2103,0
4309.11,1.15675,20.0009,44.4012,-10.8238,0
4309.21,1.15675,20.0013,44.3278,-11.4122,0
4309.31,1.15675,20.0076,44.4012,-12.9304,0
4309.41,1.15675,20.0185,44.2965,-13.104,0
4309.51,1.15675,20.0215,44.4012,-13.7314,0
4309.61,1.15675,20.0434,44.4012,-13.2557,0
4309.71,1.15675,20.0697,44.5059,-13.8708,0
4309.81,1.15675,20.1265,47.2895,-13.3751,0
4309.91,1.15675,20.184,49.0391,-13.2459,0
4310.01,1.15675,20.2525,49.4277,-11.9045,0
4310.11,1.15675,20.3067,49.4715,-11.5472,0
4310.21,1.15675,20.3292,49.5672,-12.2383,0
4310.31,1.15675,20.3255,49.5324,-11.9206,0
4310.41,1.15675,20.2923,49.6372,-11.2413,0
4310.51,1.15675,20.2631,49.6372,-12.5206,0
4310.61,1.15675,20.2402,49.5324,-12.6081,0
4310.71,1.15675,20.2146,49.4748,-13.1584,0
4310.81,1.15675,20.1998,49.5324,-13.7773,0
4310.91,1.15675,20.186,49.5324,-14.002,0
4311.01,1.15675,20.1692,49.5324,-14.6039,0
4311.11,1.15675,20.1439,49.5536,-14.7347,0
4311.21,1.15675,20.1448,49.4838,-13.0447,0
4311.31,1.15675,20.1647,49.4277,-12.3618,0
4311.41,1.15675,20.1655,49.4277,-10.7691,0
4311.51,1.15675,20.1478,49.323,-10.151,0
4311.61,1.15675,20.1366,49.4277,-9.01108,0
4311.71,1.15675,20.1161,49.5324,-9.39122,0
